Guid,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,SBQQ__Contracted__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,sbaa__ApprovalStatus__c,sbaa__ApprovalStep__c,sbaa__StepApproved__c,sbaa__SubmittedDate__c
df22e82e-4220-4a61-a9a8-207cf1796708,e8cc936f-b48f-42c5-be05-df861809c1dd,Voomm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fd040765-eb2f-4b60-9a32-e1c34e8a2da0,ad93599a-9ec6-40ed-b8cc-95e912b3b06c,Digitube - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0c7813fd-2ded-46a5-8714-242ec8a9df0c,09da5258-f65d-47df-bb8e-413d79928f61,Divavu - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2fd9f187-64fd-4189-af9f-5d3b048a8bfd,98fdcff4-bc6e-4035-9427-313addf04b08,Wordtune - Cross-sell,#N/A,Proposal/Price Quote,26050.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6943cf72-c96f-4d6c-bace-c6ecd7c0f094,3f41aa6d-eb89-4e92-95b7-020bbee89017,Skyvu - SOW 2,#N/A,Prospecting,70795.0,10.0,2024-10-26,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0f28ea83-18bb-48dc-8ed7-9968660a1058,af33cce6-6933-473d-bbee-8604a2905a12,Trilith - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a27ea29b-746d-418c-9305-8beed8e50472,e7240d98-ecce-486e-9bdf-d0a0a4dab761,Quinu - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
25bae68f-fc9f-4569-82c0-94c84387c9c5,8628af2c-bd93-4ee0-bf37-b1ca9f606ac2,Zoomcast - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
86aabde0-e390-4113-9727-578b74aee769,af50583b-0637-4b81-8424-b0537cd29c57,Chatterpoint - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
be749f28-a86f-49ef-8a6b-42814c3d7859,8313a611-528f-4b17-91ee-a39a66338c7d,Yozio - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0539f51f-0cbe-4651-991c-5698b2e1e37d,f39f8b05-c635-4a0d-907c-14f8ba6a298c,Thoughtworks - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b4f040bd-35f8-4460-a264-822d0032a56c,8d0d2c49-a193-46cf-967a-e18d931e6bf3,Topdrive - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-07-23,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
47787ae0-a07f-4faf-bc8e-71e378c1811a,ad93599a-9ec6-40ed-b8cc-95e912b3b06c,Digitube - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
afd149e5-b5ec-461c-b932-af2ca5fce4c6,43363fd6-e1f0-43d3-b4cf-cb13cc97cddd,Fatz - New Business,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ac7b656e-b959-41a2-83fc-7f53eabdc3ce,ce27869a-03a8-4dc9-90f5-441d03e7d97e,Vipe - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
da51f87a-9914-4271-bb89-e0b376bc64ff,f56ebb78-427e-422f-8087-0e73656bba06,Babblestorm - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2ad010f5-2630-46fc-a7b4-ac2b8ed40abc,4a44e24c-8d9d-4a2b-a02b-2217547261bd,Pixoboo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7a0eb807-b460-481d-a35d-f397d3a61de5,4233ce2f-cc3c-42d1-9548-9aba2ef045b8,Wikizz - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bd566ece-5e2f-43b3-a4ae-384a3d4ae360,c8b97cf7-39e0-42c0-a414-f6ee777103bf,Edgepulse - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
75c95e6d-d6fc-47cb-8cf7-a6bf8e51b3f9,d2083238-d351-4596-a0b2-1ae5e0e8e412,Fliptune - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ec42c742-a22f-4d76-bb41-232f9febb3ec,8d6761e7-7b1c-4870-9003-a3a781797b57,Kimia - Upsell,#N/A,Qualification,75000.0,10.0,2024-11-30,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d226b5b8-990a-4929-84bb-e08d510da201,ad93599a-9ec6-40ed-b8cc-95e912b3b06c,Digitube - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
97316c91-7cf5-4240-94c8-12af04802810,4a475c85-1ac9-4a45-91c8-41a5ab06c663,Trudoo - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0f805814-8912-44e4-b085-d3b7be36be9e,d7da7fba-3d87-46e4-9356-2c6cc3a4482d,Jetpulse - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2d44536d-0237-49a6-855a-0403b53c7625,e7240d98-ecce-486e-9bdf-d0a0a4dab761,Quinu - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-02-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2bc582bf-575e-4a8f-86ed-e0f0c294e7f6,14082410-8bcd-427d-a1bf-d84384b0e013,Kamba - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-08-21,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
eb00d742-a76e-48cb-a6c3-43531df81f67,11d346f5-d91c-438b-a9d8-dd1efc12a83d,Bubblemix - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-08-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a6c414b3-11f6-4a4b-8741-bbd34b13477d,b7514256-f9d9-4c0c-8305-6245fe192f18,Kanoodle - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a6d4b384-24e0-4a3b-91cb-542f4e6b6da4,8628af2c-bd93-4ee0-bf37-b1ca9f606ac2,Zoomcast - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
31424fd3-03b1-4790-b44f-929b520d17bd,9b45b43a-fdc7-47ef-9570-0a632e642c2a,Buzzbean - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
62b6aee4-a1fd-456e-9447-55f0598f11f6,a25e7c5a-d566-4bcc-b900-1523563c50dd,Kazu - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3ff7f2c1-3ee7-4e8c-985e-cdfb9bc25566,b7514256-f9d9-4c0c-8305-6245fe192f18,Kanoodle - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1e8f6517-6554-4caa-b02f-8bf68f95963c,62daecfe-8728-4927-8172-ff7de796551c,Yamia - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bbbf338f-f3f7-4c99-a8fd-44d56a186e0a,b7942613-5a8f-44cd-8f87-e3d40a15c74b,Meevee - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
542f55e1-d21d-40ec-9f5e-adca4cdb5487,181898d2-4913-4aca-a3e8-2bf2ed62fd15,Thoughtstorm - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8395a1c4-4bd1-4b81-a860-0ed6af48b964,bb30fe42-4973-4beb-96d3-3e0ab265fa51,Topiclounge - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
20a66f5b-c2b2-4935-b413-2f3dcc24159e,181898d2-4913-4aca-a3e8-2bf2ed62fd15,Thoughtstorm - Cross-sell-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b375dd58-e2e2-4e2f-8712-319584d0a4e2,cb7c2d45-b609-457a-bd90-24eb4853dc2f,Realfire - New Sale,#N/A,Qualification,#N/A,10.0,2024-11-09,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
89f69dd6-c0b8-42f4-8439-954d18d447d0,ff1881c3-8a96-4c0c-b599-d070f4e4cfc4,Dabfeed - Additional Sale,#N/A,Closed Won,72395.0,100.0,2023-06-17,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e614b829-4668-4f52-be39-2833f556ad9c,e9e29c84-f852-4a6a-9703-3a57523806d1,Lazzy - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f4f84703-aace-413f-b0c3-d1040aeadd4b,e70f5604-e247-45c4-9db7-014c11a41d0a,Browsebug - Initial Sale,#N/A,Prospecting,72395.0,10.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3ad7c1bd-453c-4fac-9ef8-909c81277ee1,a49920b1-d25e-499b-8d5b-dce2a9d90838,Tagtune - Additional Sale,#N/A,Proposal/Price Quote,34995.0,75.0,2024-07-29,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6fd75b1c-4f40-481d-a090-c9690a8e1a0f,6a13d0c4-731e-40a8-9679-4c59e1f8bfdd,Quimm - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
594bc022-0558-4d3f-b412-6e0cfb92954a,a49920b1-d25e-499b-8d5b-dce2a9d90838,Tagtune - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
dc7421af-0e64-4882-a03f-f5d56304b542,4a475c85-1ac9-4a45-91c8-41a5ab06c663,Trudoo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8133607e-57d5-433d-a60a-0fedd12dc4da,0255c937-e703-4505-b7a9-8c9747e8b113,Topicblabh-Sto Associates - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-06-30,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
38d6d605-2952-4b4f-9e10-0de6459e5170,380d9c79-d077-4b94-96b5-d6df17fc4c5a,Kayveo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
da91d469-7655-412b-9b7f-fee06c2cf0f4,b7942613-5a8f-44cd-8f87-e3d40a15c74b,Meevee - Additional Sale,#N/A,Qualification,34995.0,10.0,2024-08-11,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
26929ea6-17cf-420e-8240-cec8d214b1c9,cee475b0-56b6-4f2b-be7b-7d8763f63226,Topicstorm - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4931e8cb-4119-4340-af02-1d2f5d323774,5aa47b5f-63aa-42d5-bde2-dfd9bcf3f36e,Omba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5dd5b89b-9610-4bd9-b339-af499921f9dc,bdf830b1-f7d4-4b49-8b9d-5237f5acc9d6,Plambee - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
52cc5cb5-432b-4880-b62f-f6a23fd05ec8,f7276ccc-ae0b-4bab-91af-6b353999b47d,Dynabox - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0270ac41-7155-4b24-8133-6952cd76e36e,a25e7c5a-d566-4bcc-b900-1523563c50dd,Kazu - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6ea467f6-17c0-40ae-90e2-4508430d2965,af33cce6-6933-473d-bbee-8604a2905a12,Trilith - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f11a919c-cb51-4ce8-9e4f-101813cfbb5a,8d0d2c49-a193-46cf-967a-e18d931e6bf3,Topdrive - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f6806c0e-2843-4cb4-b281-02b8714aa35b,d68e6e79-4477-4a16-9321-79fde84c4200,JumpXS - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2024-08-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
993cdfc8-3b15-4c8a-8aa3-7cb2a36bc2d9,181898d2-4913-4aca-a3e8-2bf2ed62fd15,Thoughtstorm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
c5d63d97-22b4-45d1-8294-863a53eda5a4,bd9c1c3f-936c-42cb-9924-50711e7a8e70,Yakitrit-Germain Hospital - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6840966c-c44b-483b-b5cb-c9892a07f967,f39f8b05-c635-4a0d-907c-14f8ba6a298c,Thoughtworks - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
120ec748-9b65-40fc-b965-c789af84ee8e,c8b97cf7-39e0-42c0-a414-f6ee777103bf,Edgepulse - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b4cc3669-972a-49f8-ae58-6d350563ad51,4177a886-a835-4c97-b4e0-1b1c42967760,DabZ - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
85d16c95-faa7-4cc0-93a3-43920190e1d4,62eb4532-8ff6-4a00-9d2f-5d1f8e132d4d,Noba - Additional Sale,#N/A,Proposal/Price Quote,31495.0,75.0,2024-07-13,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
58479dd2-af33-4619-a79a-e0b41ff8a6b4,229a0aea-c979-4c06-92cd-8677e7bd6316,Shufflester - Initial Sale,#N/A,Prospecting,73995.0,10.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3430d8d5-1b6d-442a-b321-81f0ec5d7a4c,e7240d98-ecce-486e-9bdf-d0a0a4dab761,Quinu - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
c8f32565-4cc0-4c31-8701-dd9a0cf05e51,f26b90b0-0e0b-4759-b078-dd34ef69e2fc,Oyoba - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2b3e781b-230b-4257-b9dc-978b25ae00d8,09da5258-f65d-47df-bb8e-413d79928f61,Divavu - Additional Sale,#N/A,Closed Won,29995.0,100.0,2023-10-27,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ca7ca766-b3a6-48a3-98e7-7a1d1f492c68,6a13d0c4-731e-40a8-9679-4c59e1f8bfdd,Quimm - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f9a9ddaa-b906-423e-9ca0-5ac43a4f55db,6c62d661-c3fa-43a3-93a4-7850a466205a,Jazzy - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
794f4969-d933-4551-9a1e-c7161a70816e,a40c3716-3bbc-4b3a-8813-3abb46f237eb,Global Media - 400 Widgets,The deal is at 60% because they are still at the sales process stage of getting buy-in from the key decision makers.,Id. Decision Makers,40000.0,60.0,2022-04-01,New Business,#N/A,Partner,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a0bc97be-2096-4fb0-b1cd-bf4cc5be4b2a,72935334-e171-4a4d-a6f6-52629c00588d,Acme - 600 Widgets,The deal is at 20% because they are at the sales process stage of defining their requirements.  It is not clear whether our solutions are a good fit or not but they are willing to discuss this in detail.,Needs Analysis,70000.0,20.0,2022-04-29,New Business,Need estimate,Trade Show,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
923ba38e-312e-4c6f-8ecc-804995db4dd5,d6734588-54f8-4395-821d-3f6669d8332f,Mycat - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a5633782-4375-4085-b66e-2171939b067d,002f381d-2f37-4b63-be04-991341a132fc,"salesforce.com - 2,000 Widgets",More widgets required.  The deal is at 50% because they are still at the sales process stage of evaluating the business/value justification that we submitted.,Value Proposition,20000.0,50.0,2022-05-01,Existing Business,Meet at Widget Conference,Partner,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ae509f55-cca8-48ec-89c1-f91b457454e7,e0577c6e-7466-47d9-9393-1eecd5db9c30,Camimbo - Initial Sale,#N/A,Prospecting,81083.0,10.0,2024-10-05,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f676f60a-429b-4ed2-b8d4-067d6e864619,437df295-8391-422c-b5fe-73dd46f186f5,Jaxspan - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
92e6fc51-923a-45db-a70e-b305774ed664,bf2c0e9d-652b-40cb-b120-453881337368,Oloo - SOW 2,#N/A,Needs Analysis,72395.0,20.0,2024-10-11,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2c775cea-1a03-420b-8290-f299645692e4,175d987e-c994-4755-ade1-843834b6ed5d,Talane - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a8688435-9751-487f-9e37-fb425bd23410,9936e5e6-14a3-4dbf-87b4-a054504fbf61,Voolia - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
db807cd9-0b49-445f-9d42-1c5b224d91f9,b7942613-5a8f-44cd-8f87-e3d40a15c74b,Meevee - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ab113838-f956-4ed9-82c6-ebe11af30152,e5fcdd56-47f8-4694-bfa1-12a494ae728e,Browsedrive - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
