Guid,OpportunityId,SortOrder,PricebookEntryId,Product2Id,Quantity,TotalPrice,UnitPrice,ServiceDate,Description,SBQQ__ParentID__c,SBQQ__SubscriptionType__c,sbaa__ApprovalStatus__c
14c26392-2233-436f-8825-01831a974f86,8bc63aa8-b312-495f-a0e1-b24be2de7a0b,#N/A,301f9bf6-8956-4a2f-9260-139db9bbffb3,e4e2f656-a968-4095-9332-912b404451f7,1.0,75000.0,75000.0,#N/A,#N/A,#N/A,#N/A,#N/A
02fc0807-0273-4a9c-99e5-ef0e771dbf2f,244fd931-b337-4e22-825b-1a43edf6a117,#N/A,5eae1b6c-8083-4cb8-ad54-6c2bc99de2e5,7feea21a-2847-45f7-a9ba-7d83acdaec23,1.0,5000.0,5000.0,#N/A,#N/A,#N/A,#N/A,#N/A
36c21416-f631-4624-9f67-72bf6d2b936a,da5802e6-1d1d-4a60-8bda-601c950accf5,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
906480f5-0295-44eb-963a-947f713aee3d,933e09fe-f796-4cd6-8999-3bee01348f44,#N/A,e1040d3a-b855-49e8-b489-d16bd73f6f95,3fae994d-a032-430c-bbd3-27b000b359e7,1.0,5000.0,5000.0,#N/A,#N/A,#N/A,#N/A,#N/A
e57f02d5-70ae-4d50-a1ec-a94f08372be1,714ee9a5-4a39-4d87-a873-eaa9fc553dea,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
d2bc00ce-b1b0-4e55-a311-78838524f6ed,c6604393-ca9c-42ee-85ef-38e122b51cf0,#N/A,11e7597a-2513-4d83-89a8-617dfef7e3b2,5d690752-5ba6-4116-8551-adb41685b64b,1.0,25000.0,25000.0,#N/A,#N/A,#N/A,#N/A,#N/A
0e62f309-a78e-4e26-a98b-249bcd83fbc4,d38dea43-a1d4-44d3-9aa6-216477f12c7a,#N/A,07a3e9f9-fe19-4f3b-b29c-5ba5b29b8f6c,85374163-21ec-43f9-b4bb-de237891effd,1.0,7500.0,7500.0,#N/A,#N/A,#N/A,#N/A,#N/A
3f3a7426-8d7d-44af-af72-1dd23d56f612,9fbaa5f9-bd40-47e1-9da3-f541aad43e4a,#N/A,d369622a-37c8-4801-8b92-2b3f93b9cdf7,5d3175c3-f7dd-4d5d-b367-468d7eda5b9e,12.0,600.0,50.0,#N/A,#N/A,#N/A,#N/A,#N/A
97267487-3227-401b-b033-8e77c4f906cd,933e09fe-f796-4cd6-8999-3bee01348f44,#N/A,d369622a-37c8-4801-8b92-2b3f93b9cdf7,5d3175c3-f7dd-4d5d-b367-468d7eda5b9e,8.0,400.0,50.0,#N/A,#N/A,#N/A,#N/A,#N/A
2c9f7669-7d19-47f3-9fa4-55c057d6b87d,b04ea262-41c2-4612-b66c-0a220f05d1f8,#N/A,d7a9163a-5243-47d4-88f5-2bfe11a1a866,c0fc3b1d-b8f1-4287-8d68-c4449ad2e707,5.0,3995.0,799.0,#N/A,#N/A,#N/A,#N/A,#N/A
5b0833db-1b17-458b-b860-28744956dcef,93b78ac1-c4d0-4420-a4b8-fbab94561252,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
0c122388-3060-40d1-b2b8-09b94b343eba,91b5398b-5ed5-4e61-b93e-1d7e53e2d323,#N/A,f5115f28-a648-4641-9782-b853c23feaa0,c9df2787-4f65-498b-b5f2-f9c351578afa,4.0,3600.0,900.0,#N/A,#N/A,#N/A,#N/A,#N/A
eccdc8e0-8f41-4b7f-9fb8-2fde72577013,bd1a3ae8-5d60-4126-9cc7-0422ed40ea7e,#N/A,301f9bf6-8956-4a2f-9260-139db9bbffb3,e4e2f656-a968-4095-9332-912b404451f7,1.0,75000.0,75000.0,#N/A,#N/A,#N/A,#N/A,#N/A
d41ac0d1-9557-404e-94fb-02265121df5d,8419ac22-a19c-4a0c-b2f2-f34cbd4197ef,#N/A,573c6116-0ac5-4c24-9d1a-a466c80b76d0,b04c2c62-0508-4a95-9ccf-a7607de46083,2.0,800.0,400.0,#N/A,#N/A,#N/A,#N/A,#N/A
0e46ca07-8d6c-4e78-ab40-edad2d3d0514,0f1c5724-8750-4e56-99d6-9809f4919ac3,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
62488c44-f30e-44bf-bcec-1edf25298802,d38dea43-a1d4-44d3-9aa6-216477f12c7a,#N/A,f5115f28-a648-4641-9782-b853c23feaa0,c9df2787-4f65-498b-b5f2-f9c351578afa,4.0,3600.0,900.0,#N/A,#N/A,#N/A,#N/A,#N/A
27937077-9132-4bee-9d24-6af39039a445,6a57e2c7-4ead-49fb-85da-bcd8e563cc84,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
0a9d6c46-e65c-4476-acfc-f77672a4dc05,30f601e1-b78c-49dd-833d-9e03d6006f79,#N/A,573c6116-0ac5-4c24-9d1a-a466c80b76d0,b04c2c62-0508-4a95-9ccf-a7607de46083,2.0,800.0,400.0,#N/A,#N/A,#N/A,#N/A,#N/A
8078ba0a-9cff-4707-8f2c-75c0df4d408d,f8ffe199-624f-49ea-866c-76cffb44cf08,#N/A,5eae1b6c-8083-4cb8-ad54-6c2bc99de2e5,7feea21a-2847-45f7-a9ba-7d83acdaec23,1.0,5000.0,5000.0,#N/A,#N/A,#N/A,#N/A,#N/A
92065962-31e8-4eb2-b587-6c061192132b,7024bb85-3523-48b9-9222-8e2679d3e7ee,#N/A,11dcc152-fd8e-44d5-b78a-b1ca015b3754,383d3cfc-ae7f-4d2a-88b1-893a9b7a1f53,15.0,6750.0,450.0,#N/A,#N/A,#N/A,#N/A,#N/A
8bd225ae-3833-4130-9576-11e50d4d6f92,eb21ae9a-5484-4e8f-a396-82aad541063f,#N/A,11dcc152-fd8e-44d5-b78a-b1ca015b3754,383d3cfc-ae7f-4d2a-88b1-893a9b7a1f53,15.0,6750.0,450.0,#N/A,#N/A,#N/A,#N/A,#N/A
3eac0fc7-55ec-4976-98e2-6670fb1f6bc4,6a57e2c7-4ead-49fb-85da-bcd8e563cc84,#N/A,f5115f28-a648-4641-9782-b853c23feaa0,c9df2787-4f65-498b-b5f2-f9c351578afa,4.0,3600.0,900.0,#N/A,#N/A,#N/A,#N/A,#N/A
94385c00-72b8-4dba-8951-9a5eb5a83d02,6d6965ef-4459-41a6-9c5a-504395b946cd,#N/A,301f9bf6-8956-4a2f-9260-139db9bbffb3,e4e2f656-a968-4095-9332-912b404451f7,1.0,75000.0,75000.0,#N/A,#N/A,#N/A,#N/A,#N/A
b0030a5a-6e49-4af9-bc52-7edb816c4fef,322c9988-3e00-43f0-9fae-d68fd108a337,#N/A,07a3e9f9-fe19-4f3b-b29c-5ba5b29b8f6c,85374163-21ec-43f9-b4bb-de237891effd,1.0,7500.0,7500.0,#N/A,#N/A,#N/A,#N/A,#N/A
9e126e49-00b7-4d76-a2dd-9c9658ea4e89,109e260f-e145-40c4-b510-ecca16368109,#N/A,d7a9163a-5243-47d4-88f5-2bfe11a1a866,c0fc3b1d-b8f1-4287-8d68-c4449ad2e707,5.0,3995.0,799.0,#N/A,#N/A,#N/A,#N/A,#N/A
9a8b184f-4ab4-41e9-aae9-0606773b8ff8,6b944201-f36e-4094-9af3-ae3eb15a6a18,#N/A,37afcb4f-c6f4-44d8-94bd-dff750e98ee9,5a9341b1-cb93-4559-b289-abbd60c0a81a,1.0,300.0,300.0,#N/A,#N/A,#N/A,#N/A,#N/A
19e54b98-41fb-4764-97b8-27b4a105ae9f,1d334f27-554e-4c20-aed2-04f0799521ad,#N/A,be5b6ff7-b073-429b-8029-2b1a281eb993,11a633a2-bdac-42d1-878a-d8ecc723d4f6,5.0,2500.0,500.0,#N/A,#N/A,#N/A,#N/A,#N/A
cee3cf0d-0e3c-4a50-80df-7b8e4724db1d,918729bd-6dc7-47b2-a15b-6b60fb1e00e2,#N/A,11e7597a-2513-4d83-89a8-617dfef7e3b2,5d690752-5ba6-4116-8551-adb41685b64b,1.0,25000.0,25000.0,#N/A,#N/A,#N/A,#N/A,#N/A
98e94e28-ccf1-40ae-a8ac-fe15acada5ea,2823b9d3-ab78-479f-a7cf-272cc8d41a5e,#N/A,d7a9163a-5243-47d4-88f5-2bfe11a1a866,c0fc3b1d-b8f1-4287-8d68-c4449ad2e707,5.0,3995.0,799.0,#N/A,#N/A,#N/A,#N/A,#N/A
889aefa9-5afb-4e84-8f85-93e128be6da7,7de316b2-3c6c-4d46-963f-10eaef16fce1,#N/A,d7a9163a-5243-47d4-88f5-2bfe11a1a866,c0fc3b1d-b8f1-4287-8d68-c4449ad2e707,5.0,3995.0,799.0,#N/A,#N/A,#N/A,#N/A,#N/A
7f9f9359-63e7-4325-8ec2-5870387b77c3,0c7813fd-2ded-46a5-8714-242ec8a9df0c,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
2a089058-5a25-4615-ad14-8ceeb1406793,d251d8ed-9f63-4716-995a-b32f59444274,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
b0e53455-04e6-4f11-8eb0-2677c7f4a474,59f247e1-d114-4715-96f6-b789f7edd49a,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
469a1ccd-4dfd-4ba5-9c88-c4ac42d293b6,0d114f1d-0cd0-4357-895f-702f2057ae20,#N/A,37afcb4f-c6f4-44d8-94bd-dff750e98ee9,5a9341b1-cb93-4559-b289-abbd60c0a81a,15.0,4500.0,300.0,#N/A,#N/A,#N/A,#N/A,#N/A
d9c3b321-5771-40cb-b7ee-7278304526f3,fcb3682f-2e3b-48f9-83e9-ced6e2ab0399,#N/A,5eae1b6c-8083-4cb8-ad54-6c2bc99de2e5,7feea21a-2847-45f7-a9ba-7d83acdaec23,1.0,5000.0,5000.0,#N/A,#N/A,#N/A,#N/A,#N/A
bb31b841-14b3-4aad-a5df-e424e4428b5e,6b944201-f36e-4094-9af3-ae3eb15a6a18,#N/A,37afcb4f-c6f4-44d8-94bd-dff750e98ee9,5a9341b1-cb93-4559-b289-abbd60c0a81a,15.0,4500.0,300.0,#N/A,#N/A,#N/A,#N/A,#N/A
46a7a088-bdc2-4946-b71b-d9ad39461386,86aabde0-e390-4113-9727-578b74aee769,#N/A,5eae1b6c-8083-4cb8-ad54-6c2bc99de2e5,7feea21a-2847-45f7-a9ba-7d83acdaec23,1.0,5000.0,5000.0,#N/A,#N/A,#N/A,#N/A,#N/A
990e0e50-b096-4982-acb2-75a2367d7ae7,0766e100-2c44-4565-a428-add59787faf2,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
1a6ce9a3-fc62-459c-844d-c566a765a3e3,c7e74b77-9f1b-442b-8144-172d0a992bab,#N/A,d369622a-37c8-4801-8b92-2b3f93b9cdf7,5d3175c3-f7dd-4d5d-b367-468d7eda5b9e,8.0,400.0,50.0,#N/A,#N/A,#N/A,#N/A,#N/A
dae91af9-7d85-4542-b6b7-40049b6876a7,da2ebe0f-fad4-4b6e-b186-518cddcb695e,#N/A,be5b6ff7-b073-429b-8029-2b1a281eb993,11a633a2-bdac-42d1-878a-d8ecc723d4f6,5.0,2500.0,500.0,#N/A,#N/A,#N/A,#N/A,#N/A
6737ba52-0ed4-4aa3-8d7a-d1cb9bdfbc02,6bdfe821-ee76-4f14-9a87-781a08c3e844,#N/A,2e61853c-5b71-4a08-a369-e3be692b29f3,7b93c903-a4c7-4353-bf09-fd13048a2a6c,18.0,4482.0,249.0,#N/A,#N/A,#N/A,#N/A,#N/A
8361300e-71f8-4df4-b2c6-5669a7bbc706,6f9d771d-ab61-4888-8c52-c40fbc2fb243,#N/A,d369622a-37c8-4801-8b92-2b3f93b9cdf7,5d3175c3-f7dd-4d5d-b367-468d7eda5b9e,8.0,400.0,50.0,#N/A,#N/A,#N/A,#N/A,#N/A
3f111a31-fded-4dcd-ab49-24e90737fc88,ae3cf571-e1ea-427f-a790-ba2ff90fc635,#N/A,f5115f28-a648-4641-9782-b853c23feaa0,c9df2787-4f65-498b-b5f2-f9c351578afa,4.0,3600.0,900.0,#N/A,#N/A,#N/A,#N/A,#N/A
486e5dec-e589-4836-8dcb-9ccb8d3ba11a,6f9d771d-ab61-4888-8c52-c40fbc2fb243,#N/A,5eae1b6c-8083-4cb8-ad54-6c2bc99de2e5,7feea21a-2847-45f7-a9ba-7d83acdaec23,1.0,5000.0,5000.0,#N/A,#N/A,#N/A,#N/A,#N/A
ab72ca44-6d44-49c7-ba69-346d68fda8a8,91e6d0ab-0b87-4f5d-935c-3b77c0132698,#N/A,d7a9163a-5243-47d4-88f5-2bfe11a1a866,c0fc3b1d-b8f1-4287-8d68-c4449ad2e707,5.0,3995.0,799.0,#N/A,#N/A,#N/A,#N/A,#N/A
e5f98fb5-3f0f-4cbe-a47b-a0fcb94eeb3b,39b69643-e522-499d-8935-1ef23233d772,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
078f9953-708f-44d8-87f7-94f79b357d9a,0c69932b-90b5-49c1-9906-1a7c301b09b6,#N/A,07a3e9f9-fe19-4f3b-b29c-5ba5b29b8f6c,85374163-21ec-43f9-b4bb-de237891effd,1.0,7500.0,7500.0,#N/A,#N/A,#N/A,#N/A,#N/A
c863308d-7982-4d38-a0aa-a6668cc66fa8,f6417400-e305-43d1-950c-6093f0b83b20,#N/A,a2b50812-f0a9-4d7f-8ea9-e1f3e4d5de7a,506ea783-417d-4e37-a64d-f6f29de2840e,2.0,1600.0,800.0,#N/A,#N/A,#N/A,#N/A,#N/A
9f70cdb2-cca9-43b8-8c27-75aa260a0335,cd6a4bfd-5ea6-4b6a-8713-5132d6c092fb,#N/A,00695c64-c4cb-46ae-9391-f4509f5f520f,9cbc5de5-eedf-4f9a-b096-15c147285d9c,1.0,39.35,39.35,#N/A,#N/A,#N/A,#N/A,#N/A
68a419c9-e5bd-4408-b029-1afe007326eb,a8688435-9751-487f-9e37-fb425bd23410,#N/A,a2b50812-f0a9-4d7f-8ea9-e1f3e4d5de7a,506ea783-417d-4e37-a64d-f6f29de2840e,6.0,1600.00000002,266.66666667,#N/A,#N/A,#N/A,#N/A,#N/A
fc16db8e-3d37-4cb9-9128-ca165bd73dc9,09207261-05f4-417e-a293-808a21ec160d,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
b506b0f0-9df4-4768-8a89-242674252362,457ac4d9-04f9-44c8-8d82-382a4a5fcc30,#N/A,a2b50812-f0a9-4d7f-8ea9-e1f3e4d5de7a,506ea783-417d-4e37-a64d-f6f29de2840e,6.0,1600.00000002,266.66666667,#N/A,#N/A,#N/A,#N/A,#N/A
832ee582-6ee3-4e40-92d2-44656be02af5,a27ea29b-746d-418c-9305-8beed8e50472,#N/A,11e7597a-2513-4d83-89a8-617dfef7e3b2,5d690752-5ba6-4116-8551-adb41685b64b,1.0,25000.0,25000.0,#N/A,#N/A,#N/A,#N/A,#N/A
f3acde77-0276-4c90-b0b3-9dd8127159ff,f4f84703-aace-413f-b0c3-d1040aeadd4b,#N/A,573c6116-0ac5-4c24-9d1a-a466c80b76d0,b04c2c62-0508-4a95-9ccf-a7607de46083,2.0,800.0,400.0,#N/A,#N/A,#N/A,#N/A,#N/A
fa82247e-708f-4588-b56b-fa289ac404fb,11027ce4-51b9-4905-9f67-73e8ea8dd44b,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
776f2387-dd80-408c-b83d-9d35eb1b5e50,aba5c18c-81e7-4e16-ae0a-be12c95d1870,#N/A,37afcb4f-c6f4-44d8-94bd-dff750e98ee9,5a9341b1-cb93-4559-b289-abbd60c0a81a,1.0,300.0,300.0,#N/A,#N/A,#N/A,#N/A,#N/A
df0af86c-55e6-4aab-9c7c-3a0948893f9d,92c7d8ba-5105-48e0-a459-4f9ac6714c74,#N/A,a2b50812-f0a9-4d7f-8ea9-e1f3e4d5de7a,506ea783-417d-4e37-a64d-f6f29de2840e,6.0,1600.00000002,266.66666667,#N/A,#N/A,#N/A,#N/A,#N/A
d7a63121-ca87-4da2-9512-3b6ef0d36833,f333f921-fbf4-4446-a76d-118e693459d7,#N/A,573c6116-0ac5-4c24-9d1a-a466c80b76d0,b04c2c62-0508-4a95-9ccf-a7607de46083,5.0,800.0,160.0,#N/A,#N/A,#N/A,#N/A,#N/A
6ba9ba68-b840-44dd-9b9d-b1db7fde1dab,1d334f27-554e-4c20-aed2-04f0799521ad,#N/A,a2b50812-f0a9-4d7f-8ea9-e1f3e4d5de7a,506ea783-417d-4e37-a64d-f6f29de2840e,2.0,1600.0,800.0,#N/A,#N/A,#N/A,#N/A,#N/A
2d26c1ad-e1ab-4266-b15b-2fb05b96814a,918729bd-6dc7-47b2-a15b-6b60fb1e00e2,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
c2338217-82c9-44b1-8a49-3d782963d288,659cd449-6c03-4014-b769-6c2ea6d84172,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
ac685a8e-08fb-47a5-92cd-8e0ff73a2448,fcd35816-51c0-42c6-a9ed-41035b389ffe,#N/A,be5b6ff7-b073-429b-8029-2b1a281eb993,11a633a2-bdac-42d1-878a-d8ecc723d4f6,5.0,2500.0,500.0,#N/A,#N/A,#N/A,#N/A,#N/A
e4919188-63b3-4117-9261-a2eab47ec0c3,03d30950-9077-4d35-8b71-e8dfd41dad4b,#N/A,821c8d8d-5fea-4122-92b9-9960e0e866a9,9ca71731-33a5-468b-b85f-b5a72c6525ad,20.0,22000.0,1100.0,#N/A,#N/A,#N/A,#N/A,#N/A
d126a7d4-b5e0-4be3-90cc-57cc3d0c99fa,1444ba3d-b9e4-4194-b54e-5767e65a2891,#N/A,2e61853c-5b71-4a08-a369-e3be692b29f3,7b93c903-a4c7-4353-bf09-fd13048a2a6c,18.0,4482.0,249.0,#N/A,#N/A,#N/A,#N/A,#N/A
48560f88-bae1-4cf2-8230-07bab6759163,0bedb35a-2ee8-453c-b0e1-b50bd2c4b0f3,#N/A,573c6116-0ac5-4c24-9d1a-a466c80b76d0,b04c2c62-0508-4a95-9ccf-a7607de46083,5.0,800.0,160.0,#N/A,#N/A,#N/A,#N/A,#N/A
073c864d-0ec1-4914-a9e6-d7a8536d2d94,d4f19405-8bf0-45ad-8a55-faeac3ae8b60,#N/A,f5115f28-a648-4641-9782-b853c23feaa0,c9df2787-4f65-498b-b5f2-f9c351578afa,4.0,3600.0,900.0,#N/A,#N/A,#N/A,#N/A,#N/A
adea882f-2f90-4780-a4cd-71cffeffddfa,ee0996a6-25ae-4eab-aef8-7c7ed96f4ec7,#N/A,37afcb4f-c6f4-44d8-94bd-dff750e98ee9,5a9341b1-cb93-4559-b289-abbd60c0a81a,15.0,4500.0,300.0,#N/A,#N/A,#N/A,#N/A,#N/A
9b185c6e-388e-4c76-837c-c5094f54c20d,abc339cb-10f7-4737-9a8d-dba4f9fa16ff,#N/A,11e7597a-2513-4d83-89a8-617dfef7e3b2,5d690752-5ba6-4116-8551-adb41685b64b,1.0,25000.0,25000.0,#N/A,#N/A,#N/A,#N/A,#N/A
7c7a4e7c-9d00-4b2f-b21c-4d4619a3425c,328666d7-4b36-42ad-9903-0f57db5341ec,#N/A,11e7597a-2513-4d83-89a8-617dfef7e3b2,5d690752-5ba6-4116-8551-adb41685b64b,1.0,25000.0,25000.0,#N/A,#N/A,#N/A,#N/A,#N/A
e14b51a8-2447-41bc-8146-9034ce020568,18c57167-900c-4919-9f26-7b15d488e7b3,#N/A,573c6116-0ac5-4c24-9d1a-a466c80b76d0,b04c2c62-0508-4a95-9ccf-a7607de46083,5.0,800.0,160.0,#N/A,#N/A,#N/A,#N/A,#N/A
85559cf2-197f-4f83-a87c-c1f9e3bbc788,01b08cd5-2dc4-4663-8104-014592d96592,#N/A,be7035ed-fc18-4930-a813-3770b5cc6ef0,243c068a-b9f6-4c86-94a7-4a09e138be56,10.0,5800.0,580.0,#N/A,#N/A,#N/A,#N/A,#N/A
6186ac7e-9fb8-44ce-8cbb-c0073af86604,4afd876c-9263-4bc7-91d0-fffbabb41f8a,#N/A,f5115f28-a648-4641-9782-b853c23feaa0,c9df2787-4f65-498b-b5f2-f9c351578afa,4.0,3600.0,900.0,#N/A,#N/A,#N/A,#N/A,#N/A
1919c5a4-94a1-40d5-b65b-8b9341bffb8c,0c0a3022-5b6f-479b-907d-c8563bb7920b,#N/A,f5115f28-a648-4641-9782-b853c23feaa0,c9df2787-4f65-498b-b5f2-f9c351578afa,4.0,3600.0,900.0,#N/A,#N/A,#N/A,#N/A,#N/A
d5763815-0069-4ec5-82d5-5cbc1e7c59a5,78521016-d6c6-44c7-98e1-241e535bff54,#N/A,a2b50812-f0a9-4d7f-8ea9-e1f3e4d5de7a,506ea783-417d-4e37-a64d-f6f29de2840e,6.0,1600.00000002,266.66666667,#N/A,#N/A,#N/A,#N/A,#N/A
6f67cc76-73c7-4fb6-8db9-d84e8793d9b7,241230b7-599c-4d4e-9941-eba75e94cfa5,#N/A,d369622a-37c8-4801-8b92-2b3f93b9cdf7,5d3175c3-f7dd-4d5d-b367-468d7eda5b9e,8.0,400.0,50.0,#N/A,#N/A,#N/A,#N/A,#N/A
f92a528d-6840-4827-a259-54992c761c4c,90bc45cb-f27e-48ee-ba37-a32ecc43fc3f,#N/A,d7a9163a-5243-47d4-88f5-2bfe11a1a866,c0fc3b1d-b8f1-4287-8d68-c4449ad2e707,5.0,3995.0,799.0,#N/A,#N/A,#N/A,#N/A,#N/A
31d92806-f6a1-4706-aced-817db8154283,c064868c-d073-43b5-a827-0f70c3d22ccf,#N/A,d369622a-37c8-4801-8b92-2b3f93b9cdf7,5d3175c3-f7dd-4d5d-b367-468d7eda5b9e,12.0,600.0,50.0,#N/A,#N/A,#N/A,#N/A,#N/A
f0676786-4df4-4fa0-a0ae-836891046528,a6d4b384-24e0-4a3b-91cb-542f4e6b6da4,#N/A,37afcb4f-c6f4-44d8-94bd-dff750e98ee9,5a9341b1-cb93-4559-b289-abbd60c0a81a,15.0,4500.0,300.0,#N/A,#N/A,#N/A,#N/A,#N/A
c75c66a4-4dd3-4d23-a0db-466011239459,eb00d742-a76e-48cb-a6c3-43531df81f67,#N/A,11dcc152-fd8e-44d5-b78a-b1ca015b3754,383d3cfc-ae7f-4d2a-88b1-893a9b7a1f53,15.0,6750.0,450.0,#N/A,#N/A,#N/A,#N/A,#N/A
c8a9d07c-4429-40fd-a5ea-7b246e54c4b3,0f4bbc73-b742-40f5-9eaa-d8da2008b967,#N/A,a2b50812-f0a9-4d7f-8ea9-e1f3e4d5de7a,506ea783-417d-4e37-a64d-f6f29de2840e,2.0,1600.0,800.0,#N/A,#N/A,#N/A,#N/A,#N/A
